id,title,context,question,answers,selfcheckscore,model_output0
3169,یوسف,یوسُف (به عبری: יוֹסֵף) [یُسِف یا یُسِیف] (به معنی «او می‌افزاید») از شخصیت‌های تنخ یهودی و عهد عتیق در انجیل و او نیز از پیامبر هایی است که در قرآن نامش یاد شده است. یهودیان، مسیحیان و مسلمانان باورمند به پیامبری یوسف هستند. ولی در هیچ یک از منابع تاریخی مصر یادی از او و اقوام او نشده است. بر پایه عهد عتیق یوسف از یعقوب و راحیل زاده شد و پس از رحلت پیکرش را در شچم به خاک سپردند.در قرآن از داستان یوسف با عنوان داستانی که به بهترین روش گفته شده، (احسن القصص) بهترین قصه یاد شده‌است. قرآن در آیه ۷ سوره یوسف، پیش از آغاز داستان یوسف، می‌فرماید: «به راستی که در سرگذشت یوسف و برادرانش برای پرسش کنندگان پندهایی است» و از این آیه به بعد داستان یوسف بیان می‌شود.پس از خرید یوسف در بازار برده‌فروشان توسط پوتیفار (در قرآن: عزیز مصر)، پوتیفار او را به کاخ خود برده و به همسرش (در تفسیرهای مسلمانان: زلیخا) پیشکش می‌کند. یوسف در کاخ پوتیفار رشد کرده به سن بلوغ می‌رسد.,حضرت یوسف چند بچه دارد؟,"{'text': [], 'answer_start': []}",0.9800031185150146,یعقوب و راحیل
3170,یوسف,یوسُف (به عبری: יוֹסֵף) [یُسِف یا یُسِیف] (به معنی «او می‌افزاید») از شخصیت‌های تنخ یهودی و عهد عتیق در انجیل و او نیز از پیامبر هایی است که در قرآن نامش یاد شده است. یهودیان، مسیحیان و مسلمانان باورمند به پیامبری یوسف هستند. ولی در هیچ یک از منابع تاریخی مصر یادی از او و اقوام او نشده است. بر پایه عهد عتیق یوسف از یعقوب و راحیل زاده شد و پس از رحلت پیکرش را در شچم به خاک سپردند.در قرآن از داستان یوسف با عنوان داستانی که به بهترین روش گفته شده، (احسن القصص) بهترین قصه یاد شده‌است. قرآن در آیه ۷ سوره یوسف، پیش از آغاز داستان یوسف، می‌فرماید: «به راستی که در سرگذشت یوسف و برادرانش برای پرسش کنندگان پندهایی است» و از این آیه به بعد داستان یوسف بیان می‌شود.پس از خرید یوسف در بازار برده‌فروشان توسط پوتیفار (در قرآن: عزیز مصر)، پوتیفار او را به کاخ خود برده و به همسرش (در تفسیرهای مسلمانان: زلیخا) پیشکش می‌کند. یوسف در کاخ پوتیفار رشد کرده به سن بلوغ می‌رسد.,حضرت یوسف در چند سالگی ازدواج کردند؟,"{'text': [], 'answer_start': []}",0.9800031185150146,یعقوب و راحیل
3291,استن لی,استنلی مارتین لیبر (زادهٔ ۲۸ دسامبر ۱۹۲۲ - درگذشتهٔ ۱۲ نوامبر ۲۰۱۸) معروف به استن لی نویسنده، و منتشرکننده کتاب‌های کمیک (مارول)، بازیگر، تهیه‌کننده و مجری تلویزیونی اهل آمریکا بود. او به همراه چند هنرمند دیگر از جمله جک کربی و استیو دیتکو، شخصیت‌های کمیک محبوب زیادی از جمله مرد عنکبوتی، مرد آهنی، هالک، ثور، دردویل، دکتر استرنج، مردان ایکس و چهار شگفت‌انگیز را خلق کرده بود. وی حضوری تک‌جلوه در تمام فیلم‌هایی داشت که برگرفته از کتاب‌های کمیک او بودند. وی از سن هفده سالگی در عرصه کمیک فعالیت داشت،اما تا چهل سالگی شهرتی کسب نکرد،در سال ۱۹۶۱ در دوره ای موسم به سن چهل سالگی توانست به همراه همکار خود جک کربی اولین مخلوق معروف خود یعنی چهار شگفت انگیز را خلق کند و پس از آن توانست به سرشناس ترین چهره عرصه کمیک بوک تبدیل شود. او در تمام فیلم های دنیای سینمایی مارول تابحال کمئو یا همان حضور افتخاری داشته است. از وی به عنوان پدر مارول یاد میشود.,استن لی خالق کدام شخصیت های کمیک است؟,"{'text': ['مرد عنکبوتی، مرد آهنی، هالک، ثور، دردویل، دکتر استرنج، مردان ایکس و چهار شگفت\u200cانگیز را خلق کرده بود.'], 'answer_start': [276]}",0.9602187275886536,مارول
3292,استن لی,استنلی مارتین لیبر (زادهٔ ۲۸ دسامبر ۱۹۲۲ - درگذشتهٔ ۱۲ نوامبر ۲۰۱۸) معروف به استن لی نویسنده، و منتشرکننده کتاب‌های کمیک (مارول)، بازیگر، تهیه‌کننده و مجری تلویزیونی اهل آمریکا بود. او به همراه چند هنرمند دیگر از جمله جک کربی و استیو دیتکو، شخصیت‌های کمیک محبوب زیادی از جمله مرد عنکبوتی، مرد آهنی، هالک، ثور، دردویل، دکتر استرنج، مردان ایکس و چهار شگفت‌انگیز را خلق کرده بود. وی حضوری تک‌جلوه در تمام فیلم‌هایی داشت که برگرفته از کتاب‌های کمیک او بودند. وی از سن هفده سالگی در عرصه کمیک فعالیت داشت،اما تا چهل سالگی شهرتی کسب نکرد،در سال ۱۹۶۱ در دوره ای موسم به سن چهل سالگی توانست به همراه همکار خود جک کربی اولین مخلوق معروف خود یعنی چهار شگفت انگیز را خلق کند و پس از آن توانست به سرشناس ترین چهره عرصه کمیک بوک تبدیل شود. او در تمام فیلم های دنیای سینمایی مارول تابحال کمئو یا همان حضور افتخاری داشته است. از وی به عنوان پدر مارول یاد میشود.,استن لی نویسندگی کمیک را از کی شروع کرد؟,"{'text': ['وی از سن هفده سالگی در عرصه کمیک فعالیت داشت،اما تا چهل سالگی شهرتی کسب نکرد'], 'answer_start': [455]}",0.994644284248352,مارول)، بازیگر، تهیه‌کننده و مجری تلویزیونی اهل آمریکا
3293,استن لی,استنلی مارتین لیبر (زادهٔ ۲۸ دسامبر ۱۹۲۲ - درگذشتهٔ ۱۲ نوامبر ۲۰۱۸) معروف به استن لی نویسنده، و منتشرکننده کتاب‌های کمیک (مارول)، بازیگر، تهیه‌کننده و مجری تلویزیونی اهل آمریکا بود. او به همراه چند هنرمند دیگر از جمله جک کربی و استیو دیتکو، شخصیت‌های کمیک محبوب زیادی از جمله مرد عنکبوتی، مرد آهنی، هالک، ثور، دردویل، دکتر استرنج، مردان ایکس و چهار شگفت‌انگیز را خلق کرده بود. وی حضوری تک‌جلوه در تمام فیلم‌هایی داشت که برگرفته از کتاب‌های کمیک او بودند. وی از سن هفده سالگی در عرصه کمیک فعالیت داشت،اما تا چهل سالگی شهرتی کسب نکرد،در سال ۱۹۶۱ در دوره ای موسم به سن چهل سالگی توانست به همراه همکار خود جک کربی اولین مخلوق معروف خود یعنی چهار شگفت انگیز را خلق کند و پس از آن توانست به سرشناس ترین چهره عرصه کمیک بوک تبدیل شود. او در تمام فیلم های دنیای سینمایی مارول تابحال کمئو یا همان حضور افتخاری داشته است. از وی به عنوان پدر مارول یاد میشود.,کدام اثر استن لی باعث شکوفایی و مشهور شدن او شد؟,"{'text': ['چهار شگفت انگیز'], 'answer_start': [637]}",0.09325513243675232,چهار شگفت انگیز
3294,استن لی,استنلی مارتین لیبر (زادهٔ ۲۸ دسامبر ۱۹۲۲ - درگذشتهٔ ۱۲ نوامبر ۲۰۱۸) معروف به استن لی نویسنده، و منتشرکننده کتاب‌های کمیک (مارول)، بازیگر، تهیه‌کننده و مجری تلویزیونی اهل آمریکا بود. او به همراه چند هنرمند دیگر از جمله جک کربی و استیو دیتکو، شخصیت‌های کمیک محبوب زیادی از جمله مرد عنکبوتی، مرد آهنی، هالک، ثور، دردویل، دکتر استرنج، مردان ایکس و چهار شگفت‌انگیز را خلق کرده بود. وی حضوری تک‌جلوه در تمام فیلم‌هایی داشت که برگرفته از کتاب‌های کمیک او بودند. وی از سن هفده سالگی در عرصه کمیک فعالیت داشت،اما تا چهل سالگی شهرتی کسب نکرد،در سال ۱۹۶۱ در دوره ای موسم به سن چهل سالگی توانست به همراه همکار خود جک کربی اولین مخلوق معروف خود یعنی چهار شگفت انگیز را خلق کند و پس از آن توانست به سرشناس ترین چهره عرصه کمیک بوک تبدیل شود. او در تمام فیلم های دنیای سینمایی مارول تابحال کمئو یا همان حضور افتخاری داشته است. از وی به عنوان پدر مارول یاد میشود.,نام کامل استن لی چیست؟,"{'text': ['استنلی مارتین لیبر'], 'answer_start': [0]}",0.1366773098707199,استنلی مارتین لیبر
3295,استن لی,استنلی مارتین لیبر (زادهٔ ۲۸ دسامبر ۱۹۲۲ - درگذشتهٔ ۱۲ نوامبر ۲۰۱۸) معروف به استن لی نویسنده، و منتشرکننده کتاب‌های کمیک (مارول)، بازیگر، تهیه‌کننده و مجری تلویزیونی اهل آمریکا بود. او به همراه چند هنرمند دیگر از جمله جک کربی و استیو دیتکو، شخصیت‌های کمیک محبوب زیادی از جمله مرد عنکبوتی، مرد آهنی، هالک، ثور، دردویل، دکتر استرنج، مردان ایکس و چهار شگفت‌انگیز را خلق کرده بود. وی حضوری تک‌جلوه در تمام فیلم‌هایی داشت که برگرفته از کتاب‌های کمیک او بودند. وی از سن هفده سالگی در عرصه کمیک فعالیت داشت،اما تا چهل سالگی شهرتی کسب نکرد،در سال ۱۹۶۱ در دوره ای موسم به سن چهل سالگی توانست به همراه همکار خود جک کربی اولین مخلوق معروف خود یعنی چهار شگفت انگیز را خلق کند و پس از آن توانست به سرشناس ترین چهره عرصه کمیک بوک تبدیل شود. او در تمام فیلم های دنیای سینمایی مارول تابحال کمئو یا همان حضور افتخاری داشته است. از وی به عنوان پدر مارول یاد میشود.,استن لی در چه زمینه ای فعالیت می کرد؟,"{'text': ['نویسنده، و منتشرکننده کتاب\u200cهای کمیک (مارول)، بازیگر، تهیه\u200cکننده و مجری تلویزیونی'], 'answer_start': [85]}",0.4578753113746643,کمیک
3296,استن لی,استنلی مارتین لیبر (زادهٔ ۲۸ دسامبر ۱۹۲۲ - درگذشتهٔ ۱۲ نوامبر ۲۰۱۸) معروف به استن لی نویسنده، و منتشرکننده کتاب‌های کمیک (مارول)، بازیگر، تهیه‌کننده و مجری تلویزیونی اهل آمریکا بود. او به همراه چند هنرمند دیگر از جمله جک کربی و استیو دیتکو، شخصیت‌های کمیک محبوب زیادی از جمله مرد عنکبوتی، مرد آهنی، هالک، ثور، دردویل، دکتر استرنج، مردان ایکس و چهار شگفت‌انگیز را خلق کرده بود. وی حضوری تک‌جلوه در تمام فیلم‌هایی داشت که برگرفته از کتاب‌های کمیک او بودند. وی از سن هفده سالگی در عرصه کمیک فعالیت داشت،اما تا چهل سالگی شهرتی کسب نکرد،در سال ۱۹۶۱ در دوره ای موسم به سن چهل سالگی توانست به همراه همکار خود جک کربی اولین مخلوق معروف خود یعنی چهار شگفت انگیز را خلق کند و پس از آن توانست به سرشناس ترین چهره عرصه کمیک بوک تبدیل شود. او در تمام فیلم های دنیای سینمایی مارول تابحال کمئو یا همان حضور افتخاری داشته است. از وی به عنوان پدر مارول یاد میشود.,استن لی به کمک چه کسانی شخصیت های کمیک را خلق کرد؟,"{'text': ['به همراه چند هنرمند دیگر از جمله جک کربی و استیو دیتکو'], 'answer_start': [185]}",0.16209706664085388,جک کربی و استیو دیتکو
3297,استن لی,استنلی مارتین لیبر (زادهٔ ۲۸ دسامبر ۱۹۲۲ - درگذشتهٔ ۱۲ نوامبر ۲۰۱۸) معروف به استن لی نویسنده، و منتشرکننده کتاب‌های کمیک (مارول)، بازیگر، تهیه‌کننده و مجری تلویزیونی اهل آمریکا بود. او به همراه چند هنرمند دیگر از جمله جک کربی و استیو دیتکو، شخصیت‌های کمیک محبوب زیادی از جمله مرد عنکبوتی، مرد آهنی، هالک، ثور، دردویل، دکتر استرنج، مردان ایکس و چهار شگفت‌انگیز را خلق کرده بود. وی حضوری تک‌جلوه در تمام فیلم‌هایی داشت که برگرفته از کتاب‌های کمیک او بودند. وی از سن هفده سالگی در عرصه کمیک فعالیت داشت،اما تا چهل سالگی شهرتی کسب نکرد،در سال ۱۹۶۱ در دوره ای موسم به سن چهل سالگی توانست به همراه همکار خود جک کربی اولین مخلوق معروف خود یعنی چهار شگفت انگیز را خلق کند و پس از آن توانست به سرشناس ترین چهره عرصه کمیک بوک تبدیل شود. او در تمام فیلم های دنیای سینمایی مارول تابحال کمئو یا همان حضور افتخاری داشته است. از وی به عنوان پدر مارول یاد میشود.,استن لی در چه سالی به دنیا آمد و در چه سالی از دنیا رفت؟,"{'text': ['زادهٔ ۲۸ دسامبر ۱۹۲۲ - درگذشتهٔ ۱۲ نوامبر ۲۰۱۸'], 'answer_start': [20]}",0.9938046932220459,چهل سالگی شهرتی کسب نکرد،در سال ۱۹۶۱
3298,استن لی,استنلی مارتین لیبر (زادهٔ ۲۸ دسامبر ۱۹۲۲ - درگذشتهٔ ۱۲ نوامبر ۲۰۱۸) معروف به استن لی نویسنده، و منتشرکننده کتاب‌های کمیک (مارول)، بازیگر، تهیه‌کننده و مجری تلویزیونی اهل آمریکا بود. او به همراه چند هنرمند دیگر از جمله جک کربی و استیو دیتکو، شخصیت‌های کمیک محبوب زیادی از جمله مرد عنکبوتی، مرد آهنی، هالک، ثور، دردویل، دکتر استرنج، مردان ایکس و چهار شگفت‌انگیز را خلق کرده بود. وی حضوری تک‌جلوه در تمام فیلم‌هایی داشت که برگرفته از کتاب‌های کمیک او بودند. وی از سن هفده سالگی در عرصه کمیک فعالیت داشت،اما تا چهل سالگی شهرتی کسب نکرد،در سال ۱۹۶۱ در دوره ای موسم به سن چهل سالگی توانست به همراه همکار خود جک کربی اولین مخلوق معروف خود یعنی چهار شگفت انگیز را خلق کند و پس از آن توانست به سرشناس ترین چهره عرصه کمیک بوک تبدیل شود. او در تمام فیلم های دنیای سینمایی مارول تابحال کمئو یا همان حضور افتخاری داشته است. از وی به عنوان پدر مارول یاد میشود.,کمیک چیست؟,"{'text': [], 'answer_start': []}",0.9617380499839783,مارول
3299,استن لی,استنلی مارتین لیبر (زادهٔ ۲۸ دسامبر ۱۹۲۲ - درگذشتهٔ ۱۲ نوامبر ۲۰۱۸) معروف به استن لی نویسنده، و منتشرکننده کتاب‌های کمیک (مارول)، بازیگر، تهیه‌کننده و مجری تلویزیونی اهل آمریکا بود. او به همراه چند هنرمند دیگر از جمله جک کربی و استیو دیتکو، شخصیت‌های کمیک محبوب زیادی از جمله مرد عنکبوتی، مرد آهنی، هالک، ثور، دردویل، دکتر استرنج، مردان ایکس و چهار شگفت‌انگیز را خلق کرده بود. وی حضوری تک‌جلوه در تمام فیلم‌هایی داشت که برگرفته از کتاب‌های کمیک او بودند. وی از سن هفده سالگی در عرصه کمیک فعالیت داشت،اما تا چهل سالگی شهرتی کسب نکرد،در سال ۱۹۶۱ در دوره ای موسم به سن چهل سالگی توانست به همراه همکار خود جک کربی اولین مخلوق معروف خود یعنی چهار شگفت انگیز را خلق کند و پس از آن توانست به سرشناس ترین چهره عرصه کمیک بوک تبدیل شود. او در تمام فیلم های دنیای سینمایی مارول تابحال کمئو یا همان حضور افتخاری داشته است. از وی به عنوان پدر مارول یاد میشود.,جک کربی اهل کجاست؟,"{'text': [], 'answer_start': []}",0.9595165252685547,استیو دیتکو
3300,استن لی,استنلی مارتین لیبر (زادهٔ ۲۸ دسامبر ۱۹۲۲ - درگذشتهٔ ۱۲ نوامبر ۲۰۱۸) معروف به استن لی نویسنده، و منتشرکننده کتاب‌های کمیک (مارول)، بازیگر، تهیه‌کننده و مجری تلویزیونی اهل آمریکا بود. او به همراه چند هنرمند دیگر از جمله جک کربی و استیو دیتکو، شخصیت‌های کمیک محبوب زیادی از جمله مرد عنکبوتی، مرد آهنی، هالک، ثور، دردویل، دکتر استرنج، مردان ایکس و چهار شگفت‌انگیز را خلق کرده بود. وی حضوری تک‌جلوه در تمام فیلم‌هایی داشت که برگرفته از کتاب‌های کمیک او بودند. وی از سن هفده سالگی در عرصه کمیک فعالیت داشت،اما تا چهل سالگی شهرتی کسب نکرد،در سال ۱۹۶۱ در دوره ای موسم به سن چهل سالگی توانست به همراه همکار خود جک کربی اولین مخلوق معروف خود یعنی چهار شگفت انگیز را خلق کند و پس از آن توانست به سرشناس ترین چهره عرصه کمیک بوک تبدیل شود. او در تمام فیلم های دنیای سینمایی مارول تابحال کمئو یا همان حضور افتخاری داشته است. از وی به عنوان پدر مارول یاد میشود.,بازیگر نقش مردآهنی کیست؟,"{'text': [], 'answer_start': []}",0.9903395771980286,استنلی مارتین لیبر
3341,پوریای ولی,پوریای ولی (نام‌های دیگر: محمود خوارزمی، پریار) پهلوان نامدار، محبوب، مردمدار و شاعر ایرانی اهل سرزمین خوارزم است که در ورزش‌های زورخانه‌ای و پهلوانی پیشینهٔ زیادی داشته و در ساده‌زیستی، دستگیری از مستمندان و ستمدیدگان، و چشم بستن بر زرق و برق دنیای فانی، به معرفتی ناب رسیده بوده‌است.پوریای ولی در جوانی کشتی می‌گرفت و پیشه پوتین‌دوزی و کلاه‌دوزی داشت. در همان زمان جوانی، به شهرهای گوناگون آسیای میانه، ایران وهندوستان سفر کرد و همه جا کشتی گرفت و به پهلوانی نام یافت. دربارهٔ دگرگونی روحی پوریای ولی روایت‌های فراوان آورده‌اند. به‌طور کلی پوریای ولی یک اسطوره نامی است. پوریای ولی در میان ورزشکاران ایران نمونه‌ای از اخلاق، پایمردی و جوانمردی است و نه تنها در مقام یک پهلوان، بلکه در مقام یک قدیس در میان مردم جایگاهی والا و افسانه‌ای دارد. ایران مسئولین استانی میراث فرهنگی استان آذربایجان غربی پس از انجام آزمایشات DNA بر روی جسد پوریای ولی و تایید مقبره‌ی او در شهر خوی، استان آذربایجان غربی آرامگاهی در خور این پهلوان ایرانی پدید آوردند.,بقیه اسم های پوریا چیه؟,"{'text': ['محمود خوارزمی، پریار'], 'answer_start': [26]}",0.08059556037187576,محمود خوارزمی، پریار
3342,پوریای ولی,پوریای ولی (نام‌های دیگر: محمود خوارزمی، پریار) پهلوان نامدار، محبوب، مردمدار و شاعر ایرانی اهل سرزمین خوارزم است که در ورزش‌های زورخانه‌ای و پهلوانی پیشینهٔ زیادی داشته و در ساده‌زیستی، دستگیری از مستمندان و ستمدیدگان، و چشم بستن بر زرق و برق دنیای فانی، به معرفتی ناب رسیده بوده‌است.پوریای ولی در جوانی کشتی می‌گرفت و پیشه پوتین‌دوزی و کلاه‌دوزی داشت. در همان زمان جوانی، به شهرهای گوناگون آسیای میانه، ایران وهندوستان سفر کرد و همه جا کشتی گرفت و به پهلوانی نام یافت. دربارهٔ دگرگونی روحی پوریای ولی روایت‌های فراوان آورده‌اند. به‌طور کلی پوریای ولی یک اسطوره نامی است. پوریای ولی در میان ورزشکاران ایران نمونه‌ای از اخلاق، پایمردی و جوانمردی است و نه تنها در مقام یک پهلوان، بلکه در مقام یک قدیس در میان مردم جایگاهی والا و افسانه‌ای دارد. ایران مسئولین استانی میراث فرهنگی استان آذربایجان غربی پس از انجام آزمایشات DNA بر روی جسد پوریای ولی و تایید مقبره‌ی او در شهر خوی، استان آذربایجان غربی آرامگاهی در خور این پهلوان ایرانی پدید آوردند.,صفت های پوریای ولی چیست؟,"{'text': ['محبوب، مردمدار'], 'answer_start': [63]}",0.9827158451080322,پوتین‌دوزی و کلاه‌دوزی
3343,پوریای ولی,پوریای ولی (نام‌های دیگر: محمود خوارزمی، پریار) پهلوان نامدار، محبوب، مردمدار و شاعر ایرانی اهل سرزمین خوارزم است که در ورزش‌های زورخانه‌ای و پهلوانی پیشینهٔ زیادی داشته و در ساده‌زیستی، دستگیری از مستمندان و ستمدیدگان، و چشم بستن بر زرق و برق دنیای فانی، به معرفتی ناب رسیده بوده‌است.پوریای ولی در جوانی کشتی می‌گرفت و پیشه پوتین‌دوزی و کلاه‌دوزی داشت. در همان زمان جوانی، به شهرهای گوناگون آسیای میانه، ایران وهندوستان سفر کرد و همه جا کشتی گرفت و به پهلوانی نام یافت. دربارهٔ دگرگونی روحی پوریای ولی روایت‌های فراوان آورده‌اند. به‌طور کلی پوریای ولی یک اسطوره نامی است. پوریای ولی در میان ورزشکاران ایران نمونه‌ای از اخلاق، پایمردی و جوانمردی است و نه تنها در مقام یک پهلوان، بلکه در مقام یک قدیس در میان مردم جایگاهی والا و افسانه‌ای دارد. ایران مسئولین استانی میراث فرهنگی استان آذربایجان غربی پس از انجام آزمایشات DNA بر روی جسد پوریای ولی و تایید مقبره‌ی او در شهر خوی، استان آذربایجان غربی آرامگاهی در خور این پهلوان ایرانی پدید آوردند.,پوریا در کجا به دنیا امد؟,"{'text': ['سرزمین خوارزم'], 'answer_start': [96]}",0.9874716401100159,شهرهای گوناگون آسیای میانه، ایران وهندوستان
3344,پوریای ولی,پوریای ولی (نام‌های دیگر: محمود خوارزمی، پریار) پهلوان نامدار، محبوب، مردمدار و شاعر ایرانی اهل سرزمین خوارزم است که در ورزش‌های زورخانه‌ای و پهلوانی پیشینهٔ زیادی داشته و در ساده‌زیستی، دستگیری از مستمندان و ستمدیدگان، و چشم بستن بر زرق و برق دنیای فانی، به معرفتی ناب رسیده بوده‌است.پوریای ولی در جوانی کشتی می‌گرفت و پیشه پوتین‌دوزی و کلاه‌دوزی داشت. در همان زمان جوانی، به شهرهای گوناگون آسیای میانه، ایران وهندوستان سفر کرد و همه جا کشتی گرفت و به پهلوانی نام یافت. دربارهٔ دگرگونی روحی پوریای ولی روایت‌های فراوان آورده‌اند. به‌طور کلی پوریای ولی یک اسطوره نامی است. پوریای ولی در میان ورزشکاران ایران نمونه‌ای از اخلاق، پایمردی و جوانمردی است و نه تنها در مقام یک پهلوان، بلکه در مقام یک قدیس در میان مردم جایگاهی والا و افسانه‌ای دارد. ایران مسئولین استانی میراث فرهنگی استان آذربایجان غربی پس از انجام آزمایشات DNA بر روی جسد پوریای ولی و تایید مقبره‌ی او در شهر خوی، استان آذربایجان غربی آرامگاهی در خور این پهلوان ایرانی پدید آوردند.,رشته ورزشی پوریا چه بوده است؟,"{'text': ['ورزش\u200cهای زورخانه\u200cای'], 'answer_start': [120]}",0.9330512881278992,زورخانه‌ای و پهلوانی
3345,پوریای ولی,پوریای ولی (نام‌های دیگر: محمود خوارزمی، پریار) پهلوان نامدار، محبوب، مردمدار و شاعر ایرانی اهل سرزمین خوارزم است که در ورزش‌های زورخانه‌ای و پهلوانی پیشینهٔ زیادی داشته و در ساده‌زیستی، دستگیری از مستمندان و ستمدیدگان، و چشم بستن بر زرق و برق دنیای فانی، به معرفتی ناب رسیده بوده‌است.پوریای ولی در جوانی کشتی می‌گرفت و پیشه پوتین‌دوزی و کلاه‌دوزی داشت. در همان زمان جوانی، به شهرهای گوناگون آسیای میانه، ایران وهندوستان سفر کرد و همه جا کشتی گرفت و به پهلوانی نام یافت. دربارهٔ دگرگونی روحی پوریای ولی روایت‌های فراوان آورده‌اند. به‌طور کلی پوریای ولی یک اسطوره نامی است. پوریای ولی در میان ورزشکاران ایران نمونه‌ای از اخلاق، پایمردی و جوانمردی است و نه تنها در مقام یک پهلوان، بلکه در مقام یک قدیس در میان مردم جایگاهی والا و افسانه‌ای دارد. ایران مسئولین استانی میراث فرهنگی استان آذربایجان غربی پس از انجام آزمایشات DNA بر روی جسد پوریای ولی و تایید مقبره‌ی او در شهر خوی، استان آذربایجان غربی آرامگاهی در خور این پهلوان ایرانی پدید آوردند.,شغل ولی در چه بوده است؟,"{'text': ['پوتین\u200cدوزی و کلاه\u200cدوزی'], 'answer_start': [325]}",0.06652696430683136,پوتین‌دوزی و کلاه‌دوزی
3346,پوریای ولی,پوریای ولی (نام‌های دیگر: محمود خوارزمی، پریار) پهلوان نامدار، محبوب، مردمدار و شاعر ایرانی اهل سرزمین خوارزم است که در ورزش‌های زورخانه‌ای و پهلوانی پیشینهٔ زیادی داشته و در ساده‌زیستی، دستگیری از مستمندان و ستمدیدگان، و چشم بستن بر زرق و برق دنیای فانی، به معرفتی ناب رسیده بوده‌است.پوریای ولی در جوانی کشتی می‌گرفت و پیشه پوتین‌دوزی و کلاه‌دوزی داشت. در همان زمان جوانی، به شهرهای گوناگون آسیای میانه، ایران وهندوستان سفر کرد و همه جا کشتی گرفت و به پهلوانی نام یافت. دربارهٔ دگرگونی روحی پوریای ولی روایت‌های فراوان آورده‌اند. به‌طور کلی پوریای ولی یک اسطوره نامی است. پوریای ولی در میان ورزشکاران ایران نمونه‌ای از اخلاق، پایمردی و جوانمردی است و نه تنها در مقام یک پهلوان، بلکه در مقام یک قدیس در میان مردم جایگاهی والا و افسانه‌ای دارد. ایران مسئولین استانی میراث فرهنگی استان آذربایجان غربی پس از انجام آزمایشات DNA بر روی جسد پوریای ولی و تایید مقبره‌ی او در شهر خوی، استان آذربایجان غربی آرامگاهی در خور این پهلوان ایرانی پدید آوردند.,در بین ورزشکارا پوریا نشانه چه چیزی است؟,"{'text': ['نمونه\u200cای از اخلاق، پایمردی و جوانمردی است'], 'answer_start': [608]}",0.17809996008872986,اخلاق، پایمردی و جوانمردی
3347,پوریای ولی,پوریای ولی (نام‌های دیگر: محمود خوارزمی، پریار) پهلوان نامدار، محبوب، مردمدار و شاعر ایرانی اهل سرزمین خوارزم است که در ورزش‌های زورخانه‌ای و پهلوانی پیشینهٔ زیادی داشته و در ساده‌زیستی، دستگیری از مستمندان و ستمدیدگان، و چشم بستن بر زرق و برق دنیای فانی، به معرفتی ناب رسیده بوده‌است.پوریای ولی در جوانی کشتی می‌گرفت و پیشه پوتین‌دوزی و کلاه‌دوزی داشت. در همان زمان جوانی، به شهرهای گوناگون آسیای میانه، ایران وهندوستان سفر کرد و همه جا کشتی گرفت و به پهلوانی نام یافت. دربارهٔ دگرگونی روحی پوریای ولی روایت‌های فراوان آورده‌اند. به‌طور کلی پوریای ولی یک اسطوره نامی است. پوریای ولی در میان ورزشکاران ایران نمونه‌ای از اخلاق، پایمردی و جوانمردی است و نه تنها در مقام یک پهلوان، بلکه در مقام یک قدیس در میان مردم جایگاهی والا و افسانه‌ای دارد. ایران مسئولین استانی میراث فرهنگی استان آذربایجان غربی پس از انجام آزمایشات DNA بر روی جسد پوریای ولی و تایید مقبره‌ی او در شهر خوی، استان آذربایجان غربی آرامگاهی در خور این پهلوان ایرانی پدید آوردند.,قبر پوریا در کدام شهر است؟,"{'text': ['شهر خوی'], 'answer_start': [868]}",0.062059395015239716,شهر خوی
3348,پوریای ولی,پوریای ولی (نام‌های دیگر: محمود خوارزمی، پریار) پهلوان نامدار، محبوب، مردمدار و شاعر ایرانی اهل سرزمین خوارزم است که در ورزش‌های زورخانه‌ای و پهلوانی پیشینهٔ زیادی داشته و در ساده‌زیستی، دستگیری از مستمندان و ستمدیدگان، و چشم بستن بر زرق و برق دنیای فانی، به معرفتی ناب رسیده بوده‌است.پوریای ولی در جوانی کشتی می‌گرفت و پیشه پوتین‌دوزی و کلاه‌دوزی داشت. در همان زمان جوانی، به شهرهای گوناگون آسیای میانه، ایران وهندوستان سفر کرد و همه جا کشتی گرفت و به پهلوانی نام یافت. دربارهٔ دگرگونی روحی پوریای ولی روایت‌های فراوان آورده‌اند. به‌طور کلی پوریای ولی یک اسطوره نامی است. پوریای ولی در میان ورزشکاران ایران نمونه‌ای از اخلاق، پایمردی و جوانمردی است و نه تنها در مقام یک پهلوان، بلکه در مقام یک قدیس در میان مردم جایگاهی والا و افسانه‌ای دارد. ایران مسئولین استانی میراث فرهنگی استان آذربایجان غربی پس از انجام آزمایشات DNA بر روی جسد پوریای ولی و تایید مقبره‌ی او در شهر خوی، استان آذربایجان غربی آرامگاهی در خور این پهلوان ایرانی پدید آوردند.,پوریا برای زندگه چه برنامه ای داشت؟,"{'text': [], 'answer_start': []}",0.9616031050682068,پهلوانی
